CODFILIAL;CODPROD;DESCRICAO;CODFORNEC;FORNECEDOR;EMBALAGEM;QTESTGER;QTINDENIZ;QTRESERV;QTPENDENTE;CUSTOULTENT;PVENDA;QTBLOQUEADA;QT_DISP
1;180;NINHO IOGURTE POLPA 6X540G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;540G;511;0;371;112;3,319695;5,3003;0;28
1;181;CHAMBINHO PETIT CHOC 20X480G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;20X480G;0;0;0;0;3,8178;5,57;0;0
1;182;CHAMBINHO PETIT MRG 12X480G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;480G;0;0;0;0;4,673581;9,4;0;0
1;183;CHAMBINHO PETIT MOR 16X320G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;320G;1054;0;203;132;4,097602;6,7;0;719
1;184;NINHO SOLEIL PETIT MOR 28X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;28X360G;0;0;0;0;2,013296;5,49;0;0
1;185;CHAMYTO NECTAR 27X200ML LARANJA;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;27X200ML;0;0;0;0;0,862207;0,8;0;0
1;186;CHAMYTO NECTAR 27X200ML MACA;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;27X200ML;0;0;0;0;0,862207;0,8;0;0
1;187;CHAMYTO NECTAR 27X200ML UVA;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;27X200ML;0;0;0;0;0,862207;0,8;0;0
1;188;CHANDELLE CHOCOLATE 20X220G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;20X220G;0;0;0;0;1,948212;3,75;0;0
1;189;CHANDELLE CHOCOLATE BRANCO 20X220G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;20X220G;0;0;0;0;2,272754;3,5;0;0
1;190;CHANDELLE CREME+BISC NEGRESCO 24X111G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;24X111G;0;0;0;0;1,539167;2,2437;0;0
1;191;CHANDELLE TORTA LIMAO 20X180G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;20X180G;0;0;0;0;1,9965;2,9103;0;0
1;192;NESTLE BICAM IOGURTE MORANGO 28X150G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;150G;28;0;0;28;1,802571;2,9;0;0
1;193;IOGURTE GREGO NESTLE DINIEPER 6X600G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;6X600G;0;0;0;0;4,991272;7,3;0;0
1;194;NESTLE GREGO IOG FRUTAS VERM 12X400G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;400G;376;0;2;0;4,486187;7,1;0;374
1;195;IOGURTE GREGO NESTLE TRADICIONAL 12X400G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;12X400G;134;0;3;0;4,485226;7,1;0;131
1;196;IOGURTE GREGO NESTLE TRADICIONAL 24X110G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;24X110G;0;0;0;0;1,399125;2,04;0;0
1;197;IOGURTE NESCAU COM CEREAL 24X106G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;24X106G;0;0;0;0;1,92725;2,67;0;0
1;198;NESTLE NATURAL CENOURA+LARANJA 28X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;1298;0;12;0;1,499284;2,5;0;1286
1;199;IOGURTE NESTLE NATURAL 28X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;278;0;17;0;1,499284;2,5;0;261
1;200;NESTLE IOG NATURAL DESNATADO 28X160G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;160G;695;0;67;0;1,499275;2,5;0;628
1;201;IOGURTE NESTLE NATURAL MEL 28X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;0;0;0;0;1,499159;2,5;0;0
1;202;MOLICO LEITE FERM LIQ MRG 12X850G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;850G;0;0;0;0;6,411934;9;0;0
1;203;MOLICO LEIFERMENTADO LIQ MRG 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;0;0;0;0;1,4215;2,5;0;0
1;204;NESTLE FLAN CARAMELO 20X200G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;200G;85;0;0;0;2,175952;3,1295;0;85
1;205;NESTLE FLAN MORANGO 20X220G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;220G;0;0;0;0;1,53695;2,47;0;0
1;206;NESTLE GREGO IOG LIGHT 3 SAB 6X540G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;540G;195;0;3;0;5,621587;9,1;0;192
1;207;IOGURTE GREGO LIQ NESTLE FR VERM 48X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;48X170G;0;0;0;0;1,348354;1,97;0;0
1;208;IOGURTE GREGO LIQ NESTLE TRADIC 48X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;48X170G;0;0;0;0;1,240296;2,03;0;0
1;209;IOGURTE NESTLE GREGO+CORN FLAKES 24X105G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;24X105G;;0;0;0;1,689583;2,4629;0;
1;210;IOGURTE NESTLE GREGO+PED ABACAXI 24X130G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;24X130G;;0;0;0;1,69;2,4636;0;
1;211;IOGURTE NESTLE GREGO+PED MORANGO 24X130G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;24X130G;0;0;0;0;1,773375;2,59;0;0
1;212;NINHO SOLEIL PETIT MRG+BNA&MC 16X320G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;320G;0;0;0;0;4,043745;7,25;0;0
1;213;REQUEIJAO CREMOSO NESTLE 15X200G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;PT 200G;155;0;138;17;4,065774;6,35;0;0
1;214;REQUEIJAO CREMOSO NESTLE LIGHT 15X200G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;PT 200G;324;0;95;28;4,065787;6,35;0;201
1;279;LEITE FERM MOLICO FRUT VERM 12X400G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;12X400G;0;0;0;0;3,935694;5,74;0;0
1;287;NINHO IOGURTE LIQ MACA E BANANA 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;986;0;54;16;1,638386;2,7;0;916
1;288;NINHO IOGURTE MORANGO 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;1922;0;63;44;1,638386;2,7;0;1815
1;295;PALLET ;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;1 UN;0;0;0;0;25,2;17;0;0
1;296;IOGURTE NESTLE GREGO LIGHT MEL 48X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;48X170G;0;0;0;0;1,333611;2,03;0;0
1;297;CHANDELLE BOMBOM GALAK 32X160G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;CX 32X160G;0;0;0;0;2,190651;3,2;0;0
1;298;CHANDELLE BOMBOM CLASIC 32X160G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;160G;0;0;0;0;2,190651;3,2;0;0
1;299;IOGURTE NESTLE GREGO LIGHT MAR 48X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;CX 48X170G;0;0;0;0;1,333611;2,03;0;0
1;333;NESTON IOGURTE POLPA 2 SABORES 6X540G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;540G;2010;0;252;40;3,109078;5,4;0;1718
1;403;NESTLE GREGO TORTA DE MORANGO 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;0;0;0;0;1,166828;1,7;0;0
1;404;LEITE FERM CHAMYTO CITRUS 20X6X75G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;PC 6X75G;0;0;0;0;0,620107;5,45;0;0
1;405;LEITE FERM NINHO 20X6X75G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;PC 6X75G;0;0;0;0;3,12651;4,75;0;0
1;454;CHANDELLE CHANTILLY CAFE 24X200G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;24X200G;0;0;0;0;3,049127;4,35;0;0
1;448;CHANDELLE CHANTILLY CHOCOLATE 24X200G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;200G;0;0;0;2;3,030808;4,9;0;-2
1;449;CHANDELLE CHANTILLY CARAMELO 24X200G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;24X200G;131;0;10;0;3,030829;4,9;0;121
1;450;CHANDELLE CHOCOLATE 24X180G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;180G;290;0;5;18;2,643147;4,75;0;267
1;451;CHAMBINHO CHOCOLATE 16X320G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;320G;293;0;33;5;3,58432;6,7;0;255
1;452;CHAMBINHO PETIT ALGOD DOCE E TRF 16X320G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;16X320G;0;0;0;0;3,545846;5,29;0;0
1;453;CHANDELLE CHOCOLATE 18X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;360G;302;0;11;0;4,200253;7,3;0;291
1;505;NESTLE GREGO TORTA DE LIMAO 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;0;0;0;0;1,166828;1,7;0;0
1;506;IOGURTE GREGO NESTLE TORTA MACA 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;48X90G;0;0;0;0;1,049321;1,6;0;0
1;705;CHANDELLE CHOCOLATE BRANCO 24X180G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;180G;0;0;0;0;2,602285;3,9;0;0
1;759;CHAMYTO LEITE FERMENTADO 21X6X75G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;PC 6X75G;398;0;10;0;3,280048;5,3;0;388
1;828;IOGURTE NESTLE GREGO BLUEBERRY 12X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;12X360G;0;0;0;0;3,620388;5,89;0;0
1;843;IOGURTE NINHO POLPA S/LACTOSE MRG 12X360;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;12X360G;0;0;0;0;2,84591;4,62;0;0
1;844;NINHO IOGURTE FRUTI UVA 8X250G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;250G;0;0;0;0;2,565831;3,75;0;0
1;807;IOGURTE GREGO NESTLE LIGHT TRADIC 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;48X90G;0;0;0;0;1,051955;1,6;0;0
1;808;NESTLE GREGO IOG LT TORTA MARJ 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;0;0;0;0;1,167046;1,7;0;0
1;809;NESTLE GREGO IOG LIGHT T FRT VERM 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;0;0;0;0;1,255058;1,7;0;0
1;810;NESTLE GREGO TRADICIONAL 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;0;0;0;0;1,166828;1,7;0;0
1;811;IOGURTE GREGO NESTLE TORTA BANANA 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;48X90G;0;0;0;0;1,051943;1,6;0;0
1;842;NESTLE IOG LIQ MORANGO 0 LACTOSE 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;0;0;0;0;1,195013;1,8527;0;0
1;805;NINHO SOLEIL PETIT LEITE 28X320G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;28X320G;0;0;0;0;3,636578;5,49;0;0
1;806;IOGURTE NESTLE GREGO LIGHT LIMAO 12X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;12X360G;0;0;0;0;3,36674;5,89;0;0
1;1517;NESTON IOGURTE LIQ MACA E BAN 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;126;0;78;10;1,243911;2,1;0;38
1;1518;NESTLE BEB LACTEA POLPA 2 SABORES 6X540G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;540G;0;0;0;0;1,972959;2,88;0;0
1;1519;NESTLE GREGO IOG TRAD + MRG 6X600G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;600G;277;0;1;0;5,62155;9,1;0;276
1;1520;CHAMYTO GO IOG LIQ VITAMINA 24X100G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;100G;0;0;0;0;1,468643;2,5;0;0
1;1504;NESTLE IOGURTE MORANGO Z LACTOZE 12X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;360G;0;0;0;0;3,365539;4,97;0;0
1;1505;NESTLE IOG VIT DE FRUTA 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;1139;0;72;33;1,335395;1,9;0;1034
1;1506;NESTLE IOG VIT DE FRUTA 12X900G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;900G;296;0;30;36;5,474834;8,4;0;230
1;1507;NINHO PETIT MRG E LEITE 16X320G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;320G;0;0;0;0;3,419259;5,2;0;0
1;1508;NESTLE GREGO IOG LT MORANGO 12X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;360G;134;0;1;0;4,486187;7,1;0;133
1;1509;NESTLE IOGURTE MORANGO 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;71;0;52;19;1,335395;1,9;0;0
1;1510;NESTLE IOGURTE MORANGO 12X1,250G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;1,250G;1581;0;31;16;7,200355;11;0;1534
1;1511;NESTLE IOGURTE MORANGO 12X900G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;900G;373;0;44;45;5,475309;8,4;0;284
1;1512;NESTLE IOGURTE VIT DE FRUTA 12X1,250G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;1,250G;255;0;19;0;7,200356;11;0;236
1;1513;CHAMYTO IOGURTE MORANGO 12X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;360G;0;0;0;0;2,050649;3,2;0;0
1;1514;CHAMYTO IOGURTE LIQ MORANGO 12X850G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;850G;0;0;0;0;4,93598;7,6527;0;0
1;1515;CHAMYTO IOGURTE LIQ MRG 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;0;0;0;0;1,502881;2,25;0;0
1;1521;CHAMYTO GO IOG LIQ MORANGO 24X100G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;100G;1561;0;31;0;1,46888;2,5;0;1530
1;1522;NESTLE GREGO FRUTAS VERMELHAS 48X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;0;0;0;0;1,166857;1,7;0;0
1;1652;NESTLE GREGO MORANGO 24X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;0;0;0;0;1,167216;2;0;0
1;1653;NESTLE GREGO FLOCOS 24X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;0;0;0;0;1,167192;2;0;0
1;1668;NESTLE FLAN CARAMELO 8X400G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;400G;0;0;0;0;3,5935;4,25;0;0
1;1958;NESTLE GREGO TORTA MORANGO 24X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;5;0;5;0;1,366563;2,15;0;0
1;1699;NESTLE GREGO IOG FLOCOS 12X400G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;400G;0;0;0;0;4,053831;6,6;0;0
1;2127;NESFIT IOGURTE FRUTAS VERMELHAS 20X150G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;150G;0;0;0;0;2,572483;3,65;0;0
1;1796;NESTLE IOGURTE PEDACOS MORANGO 28X100G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;100G;0;0;0;0;1,230028;1,907;0;0
1;1887;CHANDELLE CHOCOLATE BRANCO 18X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;360G;161;0;5;0;4,200253;7,3;0;156
1;2332;NESTLE FLAN MORANGO 20X200G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;200G;0;0;0;0;1,927731;3,35;0;0
1;2042;NESFIT IOGURTE MORANGO BAUN 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;88;0;33;1;1,932539;2,8;0;54
1;2373;NINHO IOGURTE POLPA 6X720G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;720G;116;0;78;16;5,45467;7,75;0;22
1;1693;NINHO IOGURTE LIQ MACA E BANANA 24X100G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;100H;918;0;19;0;1,957416;2,5;0;899
1;2104;NESFIT IOGURTE MORANGO BAUN 20X150G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;150G;0;0;0;0;2,573377;3,65;0;0
1;1697;CHANDELLE CHOCOLATE 6X720G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;720G;147;0;4;0;6,385061;13,3;0;143
1;1698;CHAMYTO LEITE FERM 21X6X120G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;120G;208;0;9;0;5,262812;8,3;0;199
1;1735;NESTLE IOGURTE POLPA MORANGO 6X540G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;540G;5310;0;843;497;2,870519;4,5;0;3970
1;1736;NESTLE IOGURTE POLPA VITAMINA 6X540G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;540G;260;0;128;10;2,87052;4,5;0;122
1;2455;MOLICO IOGURTE LIQ BAUN 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;236;0;8;3;1,725066;2,1498;0;225
1;1885;CHAMYTO IOGURTE LIQ PROTEINA 12X850G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;850G;0;0;0;0;6,968983;10;0;0
1;1886;CHAMYTO IOGURTE LIQ PROTEINA 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;0;0;0;0;1,876619;2,75;0;0
1;1939;NESTLE GREGO FRUTAS VERMELHAS 24X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;189;0;16;0;1,366563;2,15;0;173
1;1940;NESTLE GREGO TORTA MARACUJA 24X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;92;0;11;0;1,366563;2,15;0;81
1;1941;NESTLE GREGO TRADICIONAL 24X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;5;0;5;0;1,366563;2,15;0;0
1;1942;CHAMYTO IOGURTE PROTEINA TURBO 24X100G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;100G;0;0;0;0;1,379358;2;0;0
1;2099;MOLICO IOGURTE LIQ MRG 12X850G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;850G;85;0;9;0;7,191559;8,9;0;76
1;2100;MOLICO IOGURTE LIQ MRG 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;118;0;16;0;1,725207;2,15;0;102
1;2037;NESFIT IOGURTE FRUTAS VERM 12X850G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;850G;246;0;3;0;7,314944;10,35;0;243
1;2038;NESFIT IOGURTE MORANGO BAUN 12X850G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;850G;163;0;1;0;7,314915;10,35;0;162
1;2039;NESFIT IOGURTE MARACUJA AVEIA 12X850G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;850G;226;0;1;12;7,314944;10,35;0;213
1;2040;NESFIT IOGURTE FRUTAS VERMELHAS 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;118;0;9;0;1,932539;2,8;0;109
1;2041;NESFIT IOGURTE MARACUJA AVEIA 24X170G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;170G;213;0;26;1;1,932539;2,8;0;186
1;1963;NESTLE GREGO TORTA LIMAO 24X90G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;90G;232;0;7;0;1,366563;2,15;0;225
1;2347;CHAMBINHO PETIT MRG 64X80G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;64X80G;0;0;0;0;0,919992;1,9;0;0
1;2664;MOLICO IOGURTE LIQ BAUN 12X850G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;850G;155;0;4;0;7,191559;8,9006;0;151
1;2721;NESFIT IOGURTE POLPA MARACUJA 12X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;360G;46;0;0;0;4,147977;5,7595;0;46
1;2722;NESFIT IOGURTE POLPA FRUTAS VERM12X360G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;360G;94;0;0;0;4,147977;5,7595;0;94
1;2723;NESFIT IOGURTE POLPA MORANGO BAUN 6X720G;16;DAIRY PARTNERS AMERICAS BRASIL LTDA;720G;61;0;0;0;8,295952;11,518;0;61
